Country,Date,Confirmed Cases,New Cases,Confirmed Deaths,New Deaths,Income,Region,Population,year,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,new_cases_income,new_deaths_income,cpm_income,dpm_income,new_cpm_income,new_dpm_income,cases_region,deaths_region,new_cases_region,new_deaths_region,cpm_region,dpm_region,new_cpm_region,new_dpm_region
Switzerland,13/10/2024,4465653,1349,14170,0,High income,European Region,8691406,,513800.9892,1630.346114,155.210791,0,455327831,3453802,69986,1021,365559.108,2772.878555,56.18813081,0.819707964,280231614,2276177,69209,222,301062.463,2445.375253,74.35360952,0.238502237
Syria,13/10/2024,57423,,3163,,Low income,Eastern Mediterranean Region,21324367,,2692.834915,148.3279668,,,1944415,43529,19,0,2707.137166,60.60381847,0.026452998,0,23417911,351975,0,0,30756.04211,462.2683007,0,0
Tajikistan,13/10/2024,17786,0,125,0,Lower middle income,European Region,9750064,,1824.193154,12.82042867,0,0,78216221,927987,213,3,23026.73789,273.1979779,0.06270688,0.000883195,280231614,2276177,69209,222,301062.463,2445.375253,74.35360952,0.238502237
Thailand,13/10/2024,4802736,353,34732,0,Upper middle income,South-East Asia Region,71601103,,67076.28512,485.0763263,4.93009165,0,222900309,2541444,2858,13,88457.29016,1008.564099,1.134188357,0.005159009,61320053,808848,534,3,29818.07303,393.3181325,0.259667926,0.001458809
United Kingdom,13/10/2024,25003436,3968,232112,0,High income,European Region,67281039,,371626.7818,3449.887271,58.97649708,0,455327831,3453802,69986,1021,365559.108,2772.878555,56.18813081,0.819707964,280231614,2276177,69209,222,301062.463,2445.375253,74.35360952,0.238502237
Timor-Leste,13/10/2024,23460,,138,,Lower middle income,South-East Asia Region,1320942,,17760.05305,104.4709003,,,78216221,927987,213,3,23026.73789,273.1979779,0.06270688,0.000883195,61320053,808848,534,3,29818.07303,393.3181325,0.259667926,0.001458809
Togo,13/10/2024,39533,0,290,0,Low income,African Region,8644829,,4573.022786,33.54606552,0,0,1944415,43529,19,0,2707.137166,60.60381847,0.026452998,0,9044997,174423,131,0,7779.585273,150.0209013,0.112672859,0
Tokelau,13/10/2024,80,,0,,,Western Pacific Region,1849,,43266.63061,0,,,18263909,105690,0,0,,,,,208577296,421551,1916,5,108390.7564,219.0661813,0.995682144,0.002598335
Tonga,13/10/2024,16992,,13,,Upper middle income,Western Pacific Region,106017,,160276.1821,122.6218437,,,222900309,2541444,2858,13,88457.29016,1008.564099,1.134188357,0.005159009,208577296,421551,1916,5,108390.7564,219.0661813,0.995682144,0.002598335
Trinidad & Tobago,13/10/2024,191496,,4390,,High income,Region of the Americas,1525663,,125516.5787,2877.437547,,,455327831,3453802,69986,1021,365559.108,2772.878555,56.18813081,0.819707964,192749886,3035192,1283,807,187818.9659,2957.545837,1.250178344,0.786355357
Tunisia,13/10/2024,1153361,,29423,,Lower middle income,Eastern Mediterranean Region,12262946,,94052.52213,2399.341887,,,78216221,927987,213,3,23026.73789,273.1979779,0.06270688,0.000883195,23417911,351975,0,0,30756.04211,462.2683007,0,0
T�rkiye,13/10/2024,17004728,0,101419,0,,European Region,,,,,,,18263909,105690,0,0,,,,,280231614,2276177,69209,222,301062.463,2445.375253,74.35360952,0.238502237
Turkmenistan,13/10/2024,0,0,0,0,Upper middle income,European Region,6341855,,0,0,0,0,222900309,2541444,2858,13,88457.29016,1008.564099,1.134188357,0.005159009,280231614,2276177,69209,222,301062.463,2445.375253,74.35360952,0.238502237
Turks & Caicos Islands,13/10/2024,6813,6,40,0,High income,Region of the Americas,45114,,151017.4225,886.6427273,132.9964091,0,455327831,3453802,69986,1021,365559.108,2772.878555,56.18813081,0.819707964,192749886,3035192,1283,807,187818.9659,2957.545837,1.250178344,0.786355357
Tuvalu,13/10/2024,2943,,1,,Upper middle income,Western Pacific Region,11204,,262674.045,89.25383792,,,222900309,2541444,2858,13,88457.29016,1008.564099,1.134188357,0.005159009,208577296,421551,1916,5,108390.7564,219.0661813,0.995682144,0.002598335
Uganda,13/10/2024,172159,0,3632,0,Low income,African Region,45853778,,3754.521601,79.20830428,0,0,1944415,43529,19,0,2707.137166,60.60381847,0.026452998,0,9044997,174423,131,0,7779.585273,150.0209013,0.112672859,0
Ukraine,13/10/2024,5540412,276,109923,0,Upper middle income,European Region,43531422,,127273.8575,2525.141494,6.340247741,0,222900309,2541444,2858,13,88457.29016,1008.564099,1.134188357,0.005159009,280231614,2276177,69209,222,301062.463,2445.375253,74.35360952,0.238502237
United Arab Emirates,13/10/2024,1067030,,2349,,High income,Eastern Mediterranean Region,9365145,,113936.3032,250.8236658,,,455327831,3453802,69986,1021,365559.108,2772.878555,56.18813081,0.819707964,23417911,351975,0,0,30756.04211,462.2683007,0,0
Tanzania,13/10/2024,43253,2,846,0,Lower middle income,African Region,63588334,,680.2033845,13.30432717,0.03145231,0,78216221,927987,213,3,23026.73789,273.1979779,0.06270688,0.000883195,9044997,174423,131,0,7779.585273,150.0209013,0.112672859,0
United States,13/10/2024,103436829,,1205273,793,High income,Region of the Americas,336997624,,306936.3747,3576.502961,,2.353132318,455327831,3453802,69986,1021,365559.108,2772.878555,56.18813081,0.819707964,192749886,3035192,1283,807,187818.9659,2957.545837,1.250178344,0.786355357
U.S. Virgin Islands,13/10/2024,25389,,132,,High income,Region of the Americas,100091,,253659.1702,1318.799892,,,455327831,3453802,69986,1021,365559.108,2772.878555,56.18813081,0.819707964,192749886,3035192,1283,807,187818.9659,2957.545837,1.250178344,0.786355357
Uruguay,13/10/2024,1041598,40,7685,0,High income,Region of the Americas,3426260,,304004.3663,2242.970469,11.67453725,0,455327831,3453802,69986,1021,365559.108,2772.878555,56.18813081,0.819707964,192749886,3035192,1283,807,187818.9659,2957.545837,1.250178344,0.786355357
Uzbekistan,13/10/2024,175081,0,1016,0,Lower middle income,European Region,34081449,,5137.134868,29.81093908,0,0,78216221,927987,213,3,23026.73789,273.1979779,0.06270688,0.000883195,280231614,2276177,69209,222,301062.463,2445.375253,74.35360952,0.238502237
Vanuatu,13/10/2024,12019,,14,,Lower middle income,Western Pacific Region,319137,,37660.94185,43.86830734,,,78216221,927987,213,3,23026.73789,273.1979779,0.06270688,0.000883195,208577296,421551,1916,5,108390.7564,219.0661813,0.995682144,0.002598335
Venezuela,13/10/2024,552695,,5856,,Upper middle income,Region of the Americas,28199867,,19599.20591,207.6605539,,,222900309,2541444,2858,13,88457.29016,1008.564099,1.134188357,0.005159009,192749886,3035192,1283,807,187818.9659,2957.545837,1.250178344,0.786355357
Vietnam,13/10/2024,11624000,,43206,,Lower middle income,Western Pacific Region,97468029,,119259.619,443.2838177,,,78216221,927987,213,3,23026.73789,273.1979779,0.06270688,0.000883195,208577296,421551,1916,5,108390.7564,219.0661813,0.995682144,0.002598335
Wallis & Futuna,13/10/2024,3760,,9,,,Western Pacific Region,11627,,323385.224,774.0603767,,,18263909,105690,0,0,,,,,208577296,421551,1916,5,108390.7564,219.0661813,0.995682144,0.002598335
Yemen,13/10/2024,11945,,2159,,Low income,Eastern Mediterranean Region,32981641,,362.1711849,65.46066037,,,1944415,43529,19,0,2707.137166,60.60381847,0.026452998,0,23417911,351975,0,0,30756.04211,462.2683007,0,0
Zambia,13/10/2024,349889,1,4078,0,Lower middle income,African Region,19473125,,17967.78894,209.4168245,0.051352826,0,78216221,927987,213,3,23026.73789,273.1979779,0.06270688,0.000883195,9044997,174423,131,0,7779.585273,150.0209013,0.112672859,0
Zimbabwe,13/10/2024,266396,,5740,,Lower middle income,African Region,15993524,,16656.49172,358.8952629,,,78216221,927987,213,3,23026.73789,273.1979779,0.06270688,0.000883195,9044997,174423,131,0,7779.585273,150.0209013,0.112672859,0
Afghanistan,06/10/2024,235214,,7998,,Low income,Eastern Mediterranean Region,40099462,,5865.764483,199.4540475,,,1944396,43529,11,0,2707.110713,60.60381847,0.015314894,0,23417911,351975,0,0,30756.04211,462.2683007,0,0
Albania,06/10/2024,337186,15,3608,0,Upper middle income,European Region,2854710,,118115.6755,1263.876191,5.254474185,0,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
Algeria,06/10/2024,272171,0,6881,0,Upper middle income,African Region,44177969,,6160.785707,155.7563681,0,0,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
American Samoa,06/10/2024,8359,,34,,High income,Western Pacific Region,45035,,185611.1913,754.9683579,,,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,208575380,421546,2020,11,108389.7607,219.063583,1.049727521,0.005716338
Andorra,06/10/2024,48015,,159,,High income,European Region,79034,,607523.3444,2011.792393,,,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
Angola,06/10/2024,107482,0,1937,0,Lower middle income,African Region,34503774,,3115.079527,56.13878644,0,0,78216008,927984,278,2,23026.67518,273.1970947,0.081842782,0.000588797,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Anguilla,06/10/2024,3904,,12,,,Region of the Americas,15753,,247825.811,761.7596648,,,18263909,105690,2,0,,,,,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Antigua & Barbuda,06/10/2024,9106,,146,,High income,Region of the Americas,93219,,97683.94855,1566.204315,,,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Argentina,06/10/2024,10104461,657,130691,3,Upper middle income,Region of the Americas,45276780,,223170.9278,2886.490603,14.51074922,0.066259129,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Armenia,06/10/2024,452917,48,8777,0,Upper middle income,European Region,2790974,,162279.19,3144.780281,17.19829708,0,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
Aruba,06/10/2024,44224,,292,,High income,Region of the Americas,106537,,415104.6115,2740.831824,,,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Australia,06/10/2024,11861161,,25236,,High income,Western Pacific Region,25921089,,457587.295,973.5702076,,,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,208575380,421546,2020,11,108389.7607,219.063583,1.049727521,0.005716338
Austria,06/10/2024,6082706,50,22534,0,High income,European Region,8922082,,681758.585,2525.643678,5.60407313,0,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
Azerbaijan,06/10/2024,836404,51,10353,0,Upper middle income,European Region,10312992,,81101.97312,1003.879379,4.945218614,0,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
Bahamas,06/10/2024,39127,,849,,High income,Region of the Americas,407906,,95921.60939,2081.361882,,,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Bahrain,06/10/2024,696614,,1536,,High income,Eastern Mediterranean Region,1463265,,476068.2446,1049.707333,,,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,23417911,351975,0,0,30756.04211,462.2683007,0,0
Bangladesh,06/10/2024,2051437,11,29499,0,Lower middle income,South-East Asia Region,169356251,,12113.14603,174.1831189,0.064951839,0,78216008,927984,278,2,23026.67518,273.1970947,0.081842782,0.000588797,61319519,808845,518,6,29817.81336,393.3166737,0.251887614,0.002917617
Barbados,06/10/2024,108832,3,593,0,High income,Region of the Americas,281200,,387027.027,2108.819346,10.6685633,0,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Belarus,06/10/2024,994038,0,7118,0,Upper middle income,European Region,9578167,,103781.6526,743.1484542,0,0,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
Belgium,06/10/2024,4885382,1705,34339,0,High income,European Region,11611419,,420739.4462,2957.347418,146.8382116,0,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
Belize,06/10/2024,71430,1,688,0,Upper middle income,Region of the Americas,400031,,178561.1615,1719.86671,2.499806265,0,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Benin,06/10/2024,28036,,163,,Lower middle income,African Region,12996895,,2157.130607,12.54145702,,,78216008,927984,278,2,23026.67518,273.1970947,0.081842782,0.000588797,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Bermuda,06/10/2024,18860,,165,,High income,Region of the Americas,64185,,293838.1242,2570.694087,,,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Bhutan,06/10/2024,62697,,21,,Lower middle income,South-East Asia Region,777486,,80640.68035,27.01013266,,,78216008,927984,278,2,23026.67518,273.1970947,0.081842782,0.000588797,61319519,808845,518,6,29817.81336,393.3166737,0.251887614,0.002917617
Bolivia,06/10/2024,1212155,0,22387,0,Lower middle income,Region of the Americas,12079472,,100348.343,1853.309482,0,0,78216008,927984,278,2,23026.67518,273.1970947,0.081842782,0.000588797,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Caribbean Netherlands,06/10/2024,11922,,41,,,Region of the Americas,26706,,446416.5356,1535.235528,,,18263909,105690,2,0,,,,,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Bosnia & Herzegovina,06/10/2024,403895,5,16400,0,Upper middle income,European Region,3270943,,123479.6815,5013.844631,1.528611168,0,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
Botswana,06/10/2024,330696,,2801,,Upper middle income,African Region,2588423,,127759.6436,1082.126067,,,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Brazil,06/10/2024,37511921,,702116,,Upper middle income,Region of the Americas,214326223,,175022.545,3275.922051,,,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
British Virgin Islands,06/10/2024,7628,0,64,0,High income,Region of the Americas,31122,,245099.9293,2056.423109,0,0,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Brunei,06/10/2024,348957,111,181,0,High income,Western Pacific Region,445373,,783516.2886,406.4009269,249.2292977,0,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,208575380,421546,2020,11,108389.7607,219.063583,1.049727521,0.005716338
Bulgaria,06/10/2024,1335729,755,38731,5,High income,European Region,6885868,,193981.2091,5624.708461,109.6448552,0.726124869,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
Burkina Faso,06/10/2024,22142,1,400,0,Low income,African Region,22100683,,1001.86949,18.09898816,0.04524747,0,1944396,43529,11,0,2707.110713,60.60381847,0.015314894,0,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Burundi,06/10/2024,54569,,15,,Low income,African Region,12551213,,4347.707269,1.195103613,,,1944396,43529,11,0,2707.110713,60.60381847,0.015314894,0,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Cape Verde,06/10/2024,64474,,417,,Lower middle income,African Region,587925,,109663.6476,709.2741421,,,78216008,927984,278,2,23026.67518,273.1970947,0.081842782,0.000588797,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Cambodia,06/10/2024,139324,,3056,,Lower middle income,Western Pacific Region,16589023,,8398.565726,184.2182026,,,78216008,927984,278,2,23026.67518,273.1970947,0.081842782,0.000588797,208575380,421546,2020,11,108389.7607,219.063583,1.049727521,0.005716338
Cameroon,06/10/2024,125266,,1974,,Lower middle income,African Region,27198628,,4605.599959,72.57719029,,,78216008,927984,278,2,23026.67518,273.1970947,0.081842782,0.000588797,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Canada,06/10/2024,4819055,,55282,,High income,Region of the Americas,38155012,,126302.0177,1448.879114,,,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Cayman Islands,06/10/2024,31472,,37,,High income,Region of the Americas,68136,,461899.73,543.0315839,,,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Central African Republic,06/10/2024,15442,0,113,0,Low income,African Region,5457154,,2829.680086,20.706764,0,0,1944396,43529,11,0,2707.110713,60.60381847,0.015314894,0,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Chad,06/10/2024,7702,,194,,Low income,African Region,17179740,,448.3187755,11.29237113,,,1944396,43529,11,0,2707.110713,60.60381847,0.015314894,0,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Chile,06/10/2024,5402818,254,62763,5,High income,Region of the Americas,19493184,,277164.4694,3219.740808,13.03019558,0.256499913,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
China,06/10/2024,99380834,192,122367,7,Upper middle income,Western Pacific Region,1425893465,,69697.23646,85.81777181,0.134652416,0.004909203,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,208575380,421546,2020,11,108389.7607,219.063583,1.049727521,0.005716338
Colombia,06/10/2024,6394213,89,142727,0,Upper middle income,Region of the Americas,51516562,,124119.5598,2770.507085,1.727599757,0,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Comoros,06/10/2024,9109,,160,,Lower middle income,African Region,821625,,11086.56626,194.7360414,,,78216008,927984,278,2,23026.67518,273.1970947,0.081842782,0.000588797,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Congo - Brazzaville,06/10/2024,25234,0,389,0,Lower middle income,African Region,5835806,,4323.995691,66.65745914,0,0,78216008,927984,278,2,23026.67518,273.1970947,0.081842782,0.000588797,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Cook Islands,06/10/2024,7375,1,2,0,,Western Pacific Region,17003,,433746.9858,117.6263012,58.81315062,0,18263909,105690,2,0,,,,,208575380,421546,2020,11,108389.7607,219.063583,1.049727521,0.005716338
Costa Rica,06/10/2024,1235671,20,9374,0,Upper middle income,Region of the Americas,5153957,,239751.9032,1818.796703,3.880513555,0,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Côte d’Ivoire,06/10/2024,88448,2,835,0,Lower middle income,African Region,27478249,,3218.836833,30.38767135,0.072784842,0,78216008,927984,278,2,23026.67518,273.1970947,0.081842782,0.000588797,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Croatia,06/10/2024,1343669,2476,18774,3,High income,European Region,4060135,,330941.9514,4623.984178,609.8319391,0.738891687,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
Cuba,06/10/2024,1113662,,8530,,Upper middle income,Region of the Americas,11256372,,98936.14035,757.7930083,,,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Cura�ao,06/10/2024,45883,,305,,,Region of the Americas,,,,,,,18263909,105690,2,0,,,,,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Cyprus,06/10/2024,707934,419,1490,1,High income,European Region,1244188,,568992.7889,1197.568213,336.7658264,0.803737056,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
Czechia,06/10/2024,4793936,7851,43604,22,High income,European Region,10510751,,456098.3321,4148.514221,746.9494806,2.093094965,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
North Korea,06/10/2024,0,,0,,Low income,South-East Asia Region,25971909,,0,0,,,1944396,43529,11,0,2707.110713,60.60381847,0.015314894,0,61319519,808845,518,6,29817.81336,393.3166737,0.251887614,0.002917617
Congo - Kinshasa,06/10/2024,100974,1,1474,0,Low income,African Region,95894118,,1052.973864,15.37112005,0.010428168,0,1944396,43529,11,0,2707.110713,60.60381847,0.015314894,0,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Denmark,06/10/2024,3441619,382,9909,21,High income,European Region,5854240,,587884.8493,1692.619366,65.25185165,3.587143677,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
Djibouti,06/10/2024,15690,,189,,Lower middle income,Eastern Mediterranean Region,1105557,,14191.94126,170.9545505,,,78216008,927984,278,2,23026.67518,273.1970947,0.081842782,0.000588797,23417911,351975,0,0,30756.04211,462.2683007,0,0
Dominica,06/10/2024,16047,0,74,0,Upper middle income,Region of the Americas,72412,,221606.916,1021.930067,0,0,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Dominican Republic,06/10/2024,661103,,4384,,Upper middle income,Region of the Americas,11117873,,59463.08255,394.3200287,,,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Ecuador,06/10/2024,1078719,57,36054,1,Upper middle income,Region of the Americas,17797737,,60609.89664,2025.763163,3.20265436,0.056186919,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Egypt,06/10/2024,516023,,24830,,Lower middle income,Eastern Mediterranean Region,109262178,,4722.796209,227.2515563,,,78216008,927984,278,2,23026.67518,273.1970947,0.081842782,0.000588797,23417911,351975,0,0,30756.04211,462.2683007,0,0
El Salvador,06/10/2024,201957,3,4230,0,Upper middle income,Region of the Americas,6314167,,31984.74161,669.9220974,0.475122055,0,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,192748603,3034385,1215,971,187817.7158,2956.759481,1.183917917,0.946159916
Equatorial Guinea,06/10/2024,17130,,183,,Upper middle income,African Region,1634466,,10480.4872,111.9631733,,,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Eritrea,06/10/2024,10189,,103,,Low income,African Region,3620312,,2814.398317,28.45058658,,,1944396,43529,11,0,2707.110713,60.60381847,0.015314894,0,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Estonia,06/10/2024,611966,146,2998,0,High income,European Region,1328701,,460574.6515,2256.339086,109.8817567,0,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
Eswatini,06/10/2024,75356,,1427,,Lower middle income,African Region,1192271,,63203.7515,1196.875543,,,78216008,927984,278,2,23026.67518,273.1970947,0.081842782,0.000588797,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Ethiopia,06/10/2024,501235,2,7574,0,Low income,African Region,120283026,,4167.129949,62.96815313,0.01662745,0,1944396,43529,11,0,2707.110713,60.60381847,0.015314894,0,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Falkland Islands,06/10/2024,1923,,0,,,,3764,,510892.6674,0,,,18263909,105690,2,0,,,,,1310925,4286,3,0,,,,
Faroe Islands,06/10/2024,34658,,28,,High income,,52889,,655296.9427,529.4106525,,,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,1310925,4286,3,0,,,,
Fiji,06/10/2024,69047,,885,,Upper middle income,Western Pacific Region,924610,,74676.8908,957.1603162,,,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,208575380,421546,2020,11,108389.7607,219.063583,1.049727521,0.005716338
Finland,06/10/2024,1499712,0,11466,0,High income,European Region,5535992,,270902.1256,2071.173513,0,0,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
France,06/10/2024,39020710,2079,168091,0,High income,European Region,64531444,,604677.4655,2604.792169,32.2168523,0,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
French Guiana,06/10/2024,98041,,413,,,,297449,,329606.0837,1388.473318,,,18263909,105690,2,0,,,,,1310925,4286,3,0,,,,
French Polynesia,06/10/2024,79451,,650,,High income,Western Pacific Region,304032,,261324.4658,2137.932849,,,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,208575380,421546,2020,11,108389.7607,219.063583,1.049727521,0.005716338
Gabon,06/10/2024,49056,,307,,Upper middle income,African Region,2341179,,20953.5452,131.1305116,,,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Gambia,06/10/2024,12627,0,372,0,Low income,African Region,2639916,,4783.106735,140.9135745,0,0,1944396,43529,11,0,2707.110713,60.60381847,0.015314894,0,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Georgia,06/10/2024,1864362,28,17151,0,Upper middle income,European Region,3757980,,496107.4833,4563.888046,7.45081134,0,222897451,2541431,3109,21,88456.15598,1008.55894,1.233796922,0.008333784,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
Germany,06/10/2024,38437756,0,174979,0,High income,European Region,83408554,,460837.0983,2097.854376,0,0,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
Ghana,06/10/2024,172163,36,1462,0,Lower middle income,African Region,32833031,,5243.591431,44.5283288,1.096456797,0,78216008,927984,278,2,23026.67518,273.1970947,0.081842782,0.000588797,9044866,174423,122,0,7779.4726,150.0209013,0.104931975,0
Gibraltar,06/10/2024,20550,,113,,High income,,32669,,629036.7015,3458.936607,,,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,1310925,4286,3,0,,,,
Greece,06/10/2024,5716343,5121,39559,25,High income,European Region,10445365,,547261.2015,3787.23003,490.2652995,2.393406071,455257845,3452781,75843,1203,365502.9198,2772.058847,60.89041244,0.965826328,280162405,2275955,75365,238,300988.1094,2445.13675,80.96721209,0.255691587
